"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2017";30,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2018";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2019";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2008";20,40;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2009";21,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2010";22,91;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2011";22,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2012";25,68;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2013";25,81;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,12;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";27,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2016";28,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2017";30,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2018";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2019";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2008";20,96;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2009";22,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2010";22,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2011";22,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2012";25,74;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2013";26,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,12;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";28,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2016";28,52;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2017";30,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2018";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2019";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,67;"zł";"";
